,Unnamed: 0,domination_number,total_domination_number,connected_domination_number,independence_number,zero_forcing_number,diameter,radius,order,independent_domination_number,chromatic_number,matching_number,min_maximal_matching_number,triameter,min_degree,max_degree,clique_number,residue,annihilation_number,vertex_cover_number,girth,density,estrada_index,transitivity,global_efficiency,local_efficiency,wiener_index,algebraic_connectivity,k-slater-index,k_residual_index,randic_index,augmented_randic_index,harmonic_index,atom_bond_connectivity_index,sum_connectivity_index,first_zagreb_index,second_zagreb_index,slater,sub_total_domination_number,CW_disparity,closed_CW_disparity,inverse_disparity,closed_inverse_disparity,average_vertex_disparity,average_closed_vertex_disparity,irregularity,2-residue,number_of_degree_one_nodes,average_degree,number_of_min_degree_nodes,number_of_max_degree_nodes,is_bipartite,is_eulerian,is_planar,is_regular,is_cubic,is_not_K_n,is_triangle_free,is_claw_free,is_tree,is_at_free,has_bridges,is_chordal,is_2_edge_connected,is_distance_regular,is_strongly_regular,is_semieulerian,is_bull_free,is_complete_graph,is_sub_cubic,name,paired_domination_number,power_domination_number,2-power_domination_number,2-domination_number,2-forcing_number,total_forcing_number
50,MathematicaGraph1331.txt,4,6,7,9,5,6,3,13,4,2,4,3,18,1,3,2,5,9,4,1000000,0.1538461538461538,28.98466742548902,0.0,0.4057692307692309,0.0,270.0,0.1391941468882966,1,3,5.913591357920933,4.0,5.4,9.14162017268564,5.683281572999747,54.0,54.0,4,5,6.0,4.083333333333333,11.5,6.0,1.2307692307692308,2.230769230769231,2.3956043956043955,7.5,6,1.8461538461538465,6,4,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,True,graph-50,6,3,1,9,1,8
51,MathematicaGraph1557.txt,3,4,4,7,4,4,2,10,3,2,3,3,12,1,3,2,4,7,3,1000000,0.2,22.176081168695788,0.0,0.4888888888888889,0.0,117.0,0.2679491924311236,1,3,4.464101615137755,3.0,4.0,6.898979485566356,4.224744871391589,42.0,45.0,3,4,4.5,3.5000000000000004,8.5,5.5,1.3,1.9,1.981818181818182,6.0,6,1.8,6,4,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,True,graph-51,6,3,1,7,1,7
52,MathematicaGraph1567.txt,4,4,4,4,2,5,3,8,4,2,4,2,12,1,3,2,4,5,4,1000000,0.25,17.189383748713492,0.0,0.5309523809523807,0.0,68.0,0.2508824522534799,2,1,3.718744015013406,2.6666666666666665,3.466666666666667,5.128086953268309,3.457376019843031,30.0,31.0,2,3,3.1666666666666665,2.333333333333333,5.666666666666666,3.333333333333333,1.75,2.5,2.7222222222222223,5.0,4,1.75,4,2,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,graph-52,4,2,1,6,1,4
53,MathematicaGraph1568.txt,5,5,5,5,3,6,3,10,5,2,5,3,14,1,3,2,4,7,5,1000000,0.2,21.971701717223485,0.0,0.4770370370370372,0.0,125.0,0.1729090847147986,2,2,4.629427617536365,3.333333333333333,4.3,6.611250200862702,4.3656243103068935,40.0,43.0,3,4,4.0,3.0,7.166666666666666,4.333333333333334,1.7,2.4,2.618181818181818,6.0,5,1.8,5,3,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,graph-53,6,2,1,7,1,5
54,MathematicaGraph1569.txt,6,6,6,6,3,7,4,12,6,2,6,3,16,1,3,2,5,8,6,1000000,0.1666666666666666,26.75402292466669,0.0,0.4354978354978358,0.0,206.0,0.125039914270728,3,2,5.540111220059324,4.0,5.133333333333333,8.094413448457095,5.273872600770757,50.0,55.0,3,4,4.833333333333333,3.666666666666667,8.666666666666666,5.333333333333333,1.6666666666666667,2.333333333333333,2.5384615384615383,7.0,6,1.8333333333333333,6,4,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,graph-54,6,2,1,8,1,6
55,MathematicaGraph1570.txt,7,7,7,7,4,8,4,14,7,2,7,4,18,1,3,2,6,9,7,1000000,0.1428571428571428,31.53634416091778,0.0,0.4021585557299846,0.0,315.0,0.0941395135015612,3,2,6.450794822582283,4.666666666666666,5.966666666666667,9.577576696051487,6.18212089123462,60.0,67.0,4,5,5.666666666666667,4.333333333333333,10.166666666666666,6.333333333333332,1.6428571428571428,2.2857142857142856,2.4761904761904763,8.5,7,1.8571428571428568,7,5,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,graph-55,8,3,1,10,1,7
56,MathematicaGraph2338.txt,1,2,1,3,2,2,1,4,1,2,1,1,6,1,3,2,3,3,1,1000000,0.5,7.829154880351856,0.0,0.75,0.0,9.0,1.0000000000000002,1,1,1.7320508075688776,1.0,1.5,2.449489742783178,1.5,12.0,9.0,1,2,2.0,1.3333333333333333,4.0,2.0,1.0,2.0,2.0,3.0,3,1.5,3,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,graph-56,2,1,1,3,1,3
57,MathematicaGraph2427.txt,2,3,3,5,3,4,2,7,2,2,2,2,10,1,3,2,4,5,2,1000000,0.2857142857142857,14.880758495384402,0.0,0.5634920634920635,0.0,48.0,0.2679491924311238,1,3,3.1258976576862296,2.0,2.8,4.680199886083999,2.894427190999916,26.0,24.0,2,3,3.1666666666666665,2.1666666666666665,6.0,3.1666666666666665,1.2857142857142858,2.2857142857142856,2.4642857142857144,4.5,4,1.7142857142857142,4,2,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,graph-57,4,2,1,5,1,5
58,MathematicaGraph2430.txt,3,4,4,10,7,4,2,13,3,2,3,3,12,1,4,2,7,10,3,1000000,0.1538461538461538,30.327082580371417,0.0,0.4519230769230769,0.0,216.0,0.2087121525220799,1,4,5.366025403784438,3.0,4.457142857142857,9.730720307163656,5.158815778527303,66.0,72.0,3,4,6.0,4.083333333333334,11.5,6.0,1.2307692307692308,2.230769230769231,2.3956043956043955,8.5,9,1.8461538461538465,9,3,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,graph-58,6,3,3,10,4,10
59,MathematicaGraph2537.txt,2,2,2,4,3,3,2,6,2,2,2,1,8,1,4,2,4,4,2,1000000,0.3333333333333333,12.823409519949193,0.0,0.6333333333333333,0.0,28.0,0.4858630706647122,1,1,2.560660171779821,1.5,2.2,4.012289773726411,2.3272393461533625,24.0,22.0,2,2,2.6666666666666665,1.833333333333333,5.0,2.6666666666666665,1.3333333333333333,2.333333333333333,2.523809523809524,4.5,4,1.6666666666666667,4,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,graph-59,2,1,1,5,2,4
60,MathematicaGraph3426.txt,3,3,3,3,2,4,2,6,3,2,3,2,10,1,3,2,3,4,3,1000000,0.3333333333333333,12.40730594338018,0.0,0.6055555555555555,0.0,31.0,0.3819660112501071,2,1,2.808060412490447,2.0,2.6333333333333333,3.644923705673916,2.549127729379168,20.0,19.0,2,3,2.5,1.7499999999999998,4.5,2.5,1.5,2.5,2.7142857142857144,4.0,3,1.6666666666666667,3,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,graph-60,4,1,1,4,1,3
61,MathematicaGraph3493.txt,2,4,4,5,3,5,3,8,2,2,3,2,12,1,3,2,4,5,3,1000000,0.25,17.160125219727846,0.0,0.5166666666666665,0.0,74.0,0.1863934973516693,1,2,3.6258976576862296,2.5,3.3,5.387306667270547,3.394427190999916,30.0,28.0,2,3,3.333333333333333,2.5,6.0,3.6666666666666665,1.5,2.25,2.4166666666666665,5.0,4,1.75,4,2,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,graph-61,4,2,1,6,1,5
62,MathematicaGraph3494.txt,2,4,4,7,5,5,3,10,2,2,3,2,12,1,4,2,6,7,3,1000000,0.2,22.571176032514696,0.0,0.4807407407407409,0.0,127.0,0.1442274933640114,1,2,4.207106781186548,2.5,3.566666666666667,7.317472766266274,3.9997781539274735,46.0,44.0,2,3,4.333333333333334,3.1666666666666665,8.0,4.666666666666666,1.4,2.2,2.345454545454545,7.0,6,1.8,6,2,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,graph-62,4,2,2,8,3,7
63,MathematicaGraph3495.txt,2,4,4,9,7,5,3,12,2,2,3,2,12,1,5,2,8,9,3,1000000,0.1666666666666666,28.47063305383965,0.0,0.4575757575757579,0.0,194.0,0.1179794551429318,1,2,4.710164296033339,2.5,3.738095238095238,9.27673787155897,4.521915269729359,66.0,64.0,2,3,5.333333333333334,3.8333333333333335,10.0,5.666666666666666,1.3333333333333333,2.1666666666666665,2.2948717948717947,9.0,8,1.8333333333333333,8,2,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,graph-63,4,2,2,10,5,9
64,MathematicaGraph3496.txt,2,4,4,11,9,5,3,14,2,2,3,2,12,1,6,2,10,11,3,1000000,0.1428571428571428,34.90403874101477,0.0,0.4413919413919419,0.0,275.0,0.0999474527999931,1,2,5.159833173828257,2.5,3.8571428571428568,11.250029635312412,4.986751511278819,90.0,88.0,2,3,6.333333333333334,4.5,12.0,6.666666666666666,1.2857142857142858,2.142857142857143,2.257142857142857,11.0,10,1.8571428571428568,10,2,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,graph-64,4,2,2,12,7,11
65,MathematicaGraph3498.txt,3,6,6,5,2,6,3,9,3,2,4,3,16,1,3,2,4,5,4,1000000,0.2222222222222222,19.25633377768053,0.0,0.4828703703703703,0.0,102.0,0.1980622641951671,1,2,4.346065214951231,3.5,4.2,5.656854249492381,4.073691594068752,32.0,32.0,3,4,3.6666666666666665,2.916666666666667,6.5,4.333333333333334,1.5555555555555556,2.111111111111111,2.2,5.5,3,1.7777777777777777,3,1,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,True,graph-65,6,1,1,6,1,3
66,MathematicaGraph3499.txt,3,6,6,8,4,6,3,12,3,2,4,3,16,1,3,2,5,8,4,1000000,0.1666666666666666,26.71491700474646,0.0,0.4290404040404044,0.0,211.0,0.1391941468882991,1,3,5.430428110326541,3.6666666666666665,4.933333333333334,8.394073276979213,5.197102672463695,50.0,51.0,3,4,5.333333333333333,3.8333333333333335,10.0,5.666666666666666,1.3333333333333333,2.1666666666666665,2.2948717948717947,7.0,6,1.8333333333333333,6,4,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,True,graph-66,6,3,1,8,1,7
67,MathematicaGraph3504.txt,4,8,8,6,2,7,4,12,4,2,6,4,18,1,3,2,5,7,6,1000000,0.1666666666666666,26.328290480362647,0.0,0.4238816738816742,0.0,214.0,0.1419561747655485,1,2,5.794753619934975,4.666666666666667,5.6,7.7377344785321425,5.506503749222198,46.0,49.0,4,5,4.666666666666667,3.833333333333334,8.0,5.666666666666667,1.6666666666666667,2.1666666666666665,2.2948717948717947,7.0,4,1.8333333333333333,4,2,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,True,graph-67,8,2,1,8,1,4
68,MathematicaGraph3580.txt,2,2,2,3,2,3,2,5,2,2,2,1,8,1,3,2,3,3,2,1000000,0.4,10.118119614388572,0.0,0.6666666666666667,0.0,18.0,0.5188056959079868,1,1,2.270055610029662,1.5,2.0666666666666664,3.0472067242285474,2.024563864689584,16.0,14.0,2,2,2.1666666666666665,1.4999999999999998,4.0,2.1666666666666665,1.4,2.4,2.6,3.5,3,1.6,3,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,graph-68,2,1,1,4,1,3
69,MathematicaGraph6026.txt,1,2,1,2,1,2,1,3,1,2,1,1,4,1,2,2,2,2,1,1000000,0.6666666666666666,5.3563671132171375,0.0,0.8333333333333334,0.0,4.0,0.9999999999999998,1,1,1.414213562373095,1.0,1.3333333333333333,1.4142135623730951,1.1547005383792517,6.0,4.0,1,2,1.5,1.0,3.0,1.5,1.0,2.0,2.0,2.0,2,1.3333333333333333,2,1,True,False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,graph-69,2,1,1,2,1,2
70,MathematicaGraph6027.txt,2,2,2,2,1,3,2,4,2,2,2,1,6,1,2,2,2,2,2,1000000,0.5,7.635733837560579,0.0,0.7222222222222222,0.0,10.0,0.5857864376269049,1,1,1.914213562373095,1.5,1.8333333333333333,2.121320343559643,1.6547005383792517,10.0,8.0,2,2,1.6666666666666663,1.3333333333333333,3.0,2.0,1.5,2.0,2.0,2.5,2,1.5,2,2,True,False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,graph-70,2,1,1,3,1,2
71,MathematicaGraph6028.txt,2,3,3,3,1,4,2,5,2,2,2,2,8,1,2,2,2,3,2,1000000,0.4,9.915316149982347,0.0,0.6416666666666667,0.0,20.0,0.3819660112501053,1,2,2.414213562373095,2.0,2.333333333333333,2.8284271247461903,2.1547005383792515,14.0,12.0,2,3,2.1666666666666665,1.833333333333333,4.0,3.0,1.4,1.8,1.9333333333333331,3.0,2,1.6,2,3,True,False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,graph-71,4,1,1,3,1,2
72,MathematicaGraph6029.txt,2,4,4,3,1,5,3,6,2,2,3,2,10,1,2,2,3,3,3,1000000,0.3333333333333333,12.194901425440468,0.0,0.58,0.0,35.0,0.2679491924311231,1,1,2.914213562373095,2.5,2.833333333333333,3.5355339059327378,2.6547005383792515,18.0,16.0,2,3,2.6666666666666665,2.333333333333333,5.0,4.0,1.3333333333333333,1.6666666666666667,1.8571428571428568,3.5,2,1.6666666666666667,2,4,True,False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,graph-72,4,1,1,4,1,2
73,MathematicaGraph6030.txt,3,4,5,4,1,6,3,7,3,2,3,2,12,1,2,2,3,4,3,1000000,0.2857142857142857,14.474486727605726,0.0,0.5309523809523808,0.0,56.0,0.1980622641951619,1,2,3.414213562373095,3.0,3.333333333333333,4.242640687119286,3.1547005383792515,22.0,20.0,3,4,3.1666666666666665,2.833333333333333,6.0,5.0,1.2857142857142858,1.5714285714285714,1.7857142857142858,4.0,2,1.7142857142857142,2,5,True,False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,graph-73,4,1,1,4,1,2
74,MathematicaGraph6031.txt,3,4,6,4,1,7,4,8,3,2,4,3,14,1,2,2,3,4,4,1000000,0.25,16.75407202994099,0.0,0.4908163265306121,0.0,84.0,0.1522409349774265,1,2,3.914213562373095,3.5,3.833333333333333,4.949747468305833,3.654700538379252,26.0,24.0,3,4,3.6666666666666665,3.333333333333333,7.0,6.0,1.25,1.5,1.7222222222222223,4.5,2,1.75,2,6,True,False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,graph-74,4,1,1,5,1,2
75,MathematicaGraph6032.txt,3,5,7,5,1,8,4,9,3,2,4,3,16,1,2,2,4,5,4,1000000,0.2222222222222222,19.03365733227703,0.0,0.4572420634920635,0.0,120.0,0.1206147584281834,1,2,4.414213562373095,4.0,4.333333333333333,5.656854249492381,4.154700538379252,30.0,28.0,3,5,4.166666666666666,3.8333333333333335,8.0,7.0,1.2222222222222223,1.4444444444444444,1.6666666666666667,5.0,2,1.7777777777777777,2,7,True,False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,graph-75,6,1,1,5,1,2
76,MathematicaGraph6033.txt,4,6,8,5,1,9,5,10,4,2,5,3,18,1,2,2,4,5,5,1000000,0.2,21.313242634613104,0.0,0.4286596119929454,0.0,165.0,0.0978869674096931,1,2,4.914213562373095,4.5,4.833333333333333,6.3639610306789285,4.654700538379252,34.0,32.0,4,5,4.666666666666666,4.333333333333333,9.0,8.0,1.2,1.4,1.6181818181818182,5.5,2,1.8,2,8,True,False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,graph-76,6,1,1,6,1,2
77,MathematicaGraph6034.txt,4,6,9,6,1,10,5,11,4,2,5,4,20,1,2,2,4,6,5,1000000,0.1818181818181818,23.59282793694919,0.0,0.4039754689754692,0.0,220.0,0.0810140527710058,1,2,5.414213562373095,5.0,5.333333333333333,7.071067811865476,5.154700538379252,38.0,36.0,4,6,5.166666666666666,4.833333333333332,10.0,9.0,1.181818181818182,1.3636363636363635,1.5757575757575757,6.0,2,1.818181818181818,2,9,True,False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,graph-77,6,1,1,6,1,2
78,MathematicaGraph6035.txt,4,6,10,6,1,11,6,12,4,2,6,4,22,1,2,2,5,6,6,1000000,0.1666666666666666,25.87241323928524,0.0,0.3824019414928508,0.0,286.0,0.0681483474218637,1,2,5.914213562373095,5.5,5.833333333333333,7.778174593052023,5.654700538379252,42.0,40.0,4,6,5.666666666666666,5.333333333333332,11.0,10.0,1.1666666666666667,1.3333333333333333,1.5384615384615383,6.5,2,1.8333333333333333,2,10,True,False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,graph-78,6,1,1,7,1,2
79,MathematicaGraph6036.txt,5,7,11,7,1,12,6,13,5,2,6,4,24,1,2,2,5,7,6,1000000,0.1538461538461538,28.151998541621303,0.0,0.3633556258556262,0.0,364.0,0.0581163651478966,1,2,6.414213562373095,6.0,6.333333333333333,8.485281374238571,6.154700538379252,46.0,44.0,5,7,6.166666666666666,5.833333333333332,12.0,11.0,1.1538461538461535,1.3076923076923077,1.5054945054945057,7.0,2,1.8461538461538465,2,11,True,False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,graph-79,8,1,1,7,1,2
80,MathematicaGraph6037.txt,5,8,12,7,1,13,7,14,5,2,7,5,26,1,2,2,5,7,7,1000000,0.1428571428571428,30.431583843957345,0.0,0.3463942040865122,0.0,455.0,0.0501441756363529,1,2,6.914213562373095,6.5,6.833333333333333,9.19238815542512,6.654700538379252,50.0,48.0,5,7,6.666666666666666,6.333333333333332,13.0,12.0,1.1428571428571428,1.2857142857142858,1.4761904761904765,7.5,2,1.8571428571428568,2,12,True,False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,graph-80,8,1,1,8,1,2
81,MathematicaGraph7389.txt,1,2,1,4,3,2,1,5,1,2,1,1,6,1,4,2,4,4,1,1000000,0.4,10.524391382167265,0.0,0.7,0.0,16.0,0.9999999999999992,1,1,2.0,1.0,1.6,3.4641016151377544,1.7888543819998317,20.0,16.0,1,2,2.5,1.6666666666666663,5.0,2.5,1.0,2.0,2.0,4.0,4,1.6,4,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,graph-81,2,1,1,4,2,4
82,MathematicaGraph7390.txt,1,2,1,5,4,2,1,6,1,2,1,1,6,1,5,2,5,5,1,1000000,0.3333333333333333,13.46334694226153,0.0,0.6666666666666666,0.0,25.0,1.0000000000000004,1,1,2.23606797749979,1.0,1.6666666666666663,4.47213595499958,2.041241452319315,30.0,25.0,1,2,3.0,2.0,6.0,3.0,1.0,2.0,2.0,5.0,5,1.6666666666666667,5,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,graph-82,2,1,1,5,3,5
83,MathematicaGraph7391.txt,1,2,1,6,5,2,1,7,1,2,1,1,6,1,6,2,6,6,1,1000000,0.2857142857142857,16.668772819667716,0.0,0.6428571428571429,0.0,36.0,1.0000000000000004,1,1,2.4494897427831783,1.0,1.7142857142857142,5.477225575051661,2.267786838055363,42.0,36.0,1,2,3.5,2.333333333333333,7.0,3.5,1.0,2.0,2.0,6.0,6,1.7142857142857142,6,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,graph-83,2,1,1,6,4,6
84,MathematicaGraph7392.txt,1,2,1,7,6,2,1,8,1,2,1,1,6,1,7,2,7,7,1,1000000,0.25,20.164982133734654,0.0,0.625,0.0,49.0,1.0000000000000004,1,1,2.6457513110645903,1.0,1.75,6.48074069840786,2.474873734152916,56.0,49.0,1,2,4.0,2.6666666666666665,8.0,4.0,1.0,2.0,2.0,7.0,7,1.75,7,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,graph-84,2,1,1,7,5,7
85,MathematicaGraph7393.txt,1,2,1,8,7,2,1,9,1,2,1,1,6,1,8,2,8,8,1,1000000,0.2222222222222222,23.97793442511987,0.0,0.6111111111111112,0.0,64.0,1.0000000000000002,1,1,2.82842712474619,1.0,1.7777777777777777,7.483314773547883,2.6666666666666665,72.0,64.0,1,2,4.5,3.0,9.0,4.5,1.0,2.0,2.0,8.0,8,1.7777777777777777,8,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,graph-85,2,1,1,8,6,8
86,MathematicaGraph7394.txt,1,2,1,9,8,2,1,10,1,2,1,1,6,1,9,2,9,9,1,1000000,0.2,28.13532399155551,0.0,0.6,0.0,81.0,1.0,1,1,3.0,1.0,1.8,8.48528137423857,2.846049894151541,90.0,81.0,1,2,5.0,3.333333333333333,10.0,5.0,1.0,2.0,2.0,9.0,9,1.8,9,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,graph-86,2,1,1,9,7,9
87,MathematicaGraph7395.txt,1,2,1,10,9,2,1,11,1,2,1,1,6,1,10,2,10,10,1,1000000,0.1818181818181818,32.666672141640994,0.0,0.5909090909090909,0.0,100.0,1.0000000000000002,1,1,3.1622776601683795,1.0,1.8181818181818183,9.486832980505138,3.0151134457776365,110.0,100.0,1,2,5.5,3.666666666666667,11.0,5.5,1.0,2.0,2.0,10.0,10,1.818181818181818,10,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,graph-87,2,1,1,10,8,10
88,MathematicaGraph7396.txt,1,2,1,11,10,2,1,12,1,2,1,1,6,1,11,2,11,11,1,1000000,0.1666666666666666,37.6034235146405,0.0,0.5833333333333334,0.0,121.0,1.0000000000000002,1,1,3.3166247903554,1.0,1.8333333333333333,10.488088481701515,3.175426480542942,132.0,121.0,1,2,6.0,4.0,12.0,6.0,1.0,2.0,2.0,11.0,11,1.8333333333333333,11,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,graph-88,2,1,1,11,9,11
89,MathematicaGraph7397.txt,1,2,1,12,11,2,1,13,1,2,1,1,6,1,12,2,12,12,1,1000000,0.1538461538461538,42.97904661912986,0.0,0.5769230769230769,0.0,144.0,1.0,1,1,3.4641016151377557,1.0,1.8461538461538465,11.489125293076055,3.328201177351375,156.0,144.0,1,2,6.5,4.333333333333333,13.0,6.5,1.0,2.0,2.0,12.0,12,1.8461538461538465,12,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,graph-89,2,1,1,12,10,12
90,MathematicaGraph7398.txt,1,2,1,13,12,2,1,14,1,2,1,1,6,1,13,2,13,13,1,1000000,0.1428571428571428,48.82913874834047,0.0,0.5714285714285714,0.0,169.0,1.000000000000001,1,1,3.6055512754639896,1.0,1.857142857142857,12.489995996796797,3.474396144861517,182.0,169.0,1,2,7.0,4.666666666666666,14.0,7.0,1.0,2.0,2.0,13.0,13,1.8571428571428568,13,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,graph-90,2,1,1,13,11,13
91,MathematicaGraph7547.txt,2,3,3,4,2,4,2,6,2,2,2,2,10,1,3,2,3,4,2,1000000,0.3333333333333333,12.397923494716457,0.0,0.6,0.0,32.0,0.324869129433356,1,2,2.770055610029662,2.0,2.5666666666666664,3.754313505415095,2.524563864689584,20.0,18.0,2,3,2.5,1.9166666666666663,4.5,2.833333333333333,1.5,2.1666666666666665,2.2857142857142856,4.0,3,1.6666666666666667,3,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,graph-91,4,1,1,4,1,3
92,MathematicaGraph7548.txt,2,2,2,5,4,3,2,7,2,2,2,1,8,1,5,2,5,5,2,1000000,0.2857142857142857,15.772892808868828,0.0,0.6111111111111109,0.0,40.0,0.4659298032772713,1,1,2.812188929203217,1.5,2.2857142857142856,4.991922326372759,2.5883079040543056,34.0,32.0,2,2,3.1666666666666665,2.1666666666666665,6.0,3.1666666666666665,1.2857142857142858,2.2857142857142856,2.4642857142857144,5.5,5,1.7142857142857142,5,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,graph-92,2,1,1,6,3,5
93,MathematicaGraph7549.txt,3,3,3,4,2,4,2,7,3,2,3,2,10,1,3,2,4,5,3,1000000,0.2857142857142857,14.899966664463378,0.0,0.5714285714285714,0.0,46.0,0.3217196499578096,2,1,3.1807392125526213,2.1666666666666665,2.9,4.53036997182294,2.9328121551534467,26.0,26.0,2,3,2.9166666666666665,2.1666666666666665,5.333333333333333,3.1666666666666665,1.5714285714285714,2.2857142857142856,2.4642857142857144,4.5,4,1.7142857142857142,4,2,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,graph-93,4,2,1,5,1,4
94,MathematicaGraph7550.txt,2,2,2,5,3,3,2,7,3,2,2,1,8,1,4,2,5,5,2,1000000,0.2857142857142857,15.326357664785316,0.0,0.5952380952380951,0.0,42.0,0.3983208681168469,1,1,2.9433756729740645,1.6666666666666663,2.4857142857142858,4.87656659757667,2.719605259509101,30.0,30.0,2,2,3.1666666666666665,2.1666666666666665,6.0,3.1666666666666665,1.2857142857142858,2.2857142857142856,2.4642857142857144,5.0,5,1.7142857142857142,5,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,graph-94,2,2,1,5,2,5
95,MathematicaGraph7551.txt,2,3,3,5,3,4,2,7,2,2,2,2,10,1,4,2,4,5,2,1000000,0.2857142857142857,15.103441111348037,0.0,0.5753968253968254,0.0,46.0,0.2955321857406885,1,2,3.060660171779821,2.0,2.7,4.719396554912959,2.8272393461533625,28.0,26.0,2,3,3.0,2.25,5.5,3.333333333333333,1.4285714285714286,2.142857142857143,2.25,5.0,4,1.7142857142857142,4,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,graph-95,4,1,1,5,2,4
96,MathematicaGraph7552.txt,3,3,3,4,3,4,2,7,3,2,3,2,10,1,4,2,4,5,3,1000000,0.2857142857142857,15.1226554239425,0.0,0.583333333333333,0.0,44.0,0.3819660112501093,2,1,3.1213203435596424,2.0,2.8,4.560477932315068,2.865624310306893,28.0,28.0,2,3,3.0,2.083333333333333,5.5,3.0,1.4285714285714286,2.4285714285714284,2.642857142857143,5.0,4,1.7142857142857142,4,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,False,graph-96,4,1,1,5,2,4
97,MathematicaGraph7553.txt,3,4,4,4,2,5,3,7,3,2,3,2,12,1,3,2,3,4,3,1000000,0.2857142857142857,14.687112840672754,0.0,0.553174603174603,0.0,50.0,0.2603226902583548,2,2,3.308060412490447,2.5,3.1333333333333333,4.352030486860464,3.049127729379168,24.0,23.0,2,3,2.833333333333333,2.1666666666666665,5.0,3.1666666666666665,1.5714285714285714,2.2857142857142856,2.4642857142857144,4.5,3,1.7142857142857142,3,1,True,False,True,False,False,True,True,False,True,True,True,True,False,False,False,False,True,False,True,graph-97,4,1,1,5,1,3
98,MathematicaGraph7554.txt,3,4,4,4,2,4,2,7,3,2,3,3,12,1,3,2,3,4,3,1000000,0.2857142857142857,14.696713921428245,0.0,0.5595238095238093,0.0,48.0,0.3819660112501053,2,2,3.346065214951232,2.5,3.2,4.242640687119286,3.0736915940687517,24.0,24.0,2,3,3.0,2.083333333333333,5.5,3.0,1.4285714285714286,2.4285714285714284,2.642857142857143,4.5,3,1.7142857142857142,3,1,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,True,graph-98,6,1,1,4,1,3
